"","tweetsdf1.text","id"
"2979","White ppl be mad affffffff when they gotta wait more than 5 minutes for Starbucks I be chillin laughing",2979
"2980","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",2980
"2981","RT @TrevorMoran: MY STARBUCKS BARISTAS ALL JUST SAID THEY LOVED MY SONG AND MUSIC VIDEO AND JUSY GAVE ME A FREE DRINK AND SANDWICH WOW THEY…",2981
"2982","The world’s biggest Starbucks recently opened in China. It's also home to the world's biggest collection of Norah Jones CDs for sale.",2982
"2983","RT @ddlovato: On my way to perform at #JingleBall in Chicago tonight!! Thought maybe I'd stop by @Starbucks at Oak and Rush Street with my…",2983
"2984","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",2984
"2985","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",2985
"2986","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",2986
"2987","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",2987
"2988","RT @MASERGY: .@Starbucks free #wifi caught secretly mining #cryptocurrency! https://t.co/f3cF2hP7Er #Tech #Privacy https://t.co/ttzhSMaGyv",2988
"2989","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",2989
"2990","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",2990
"2991","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",2991
"2992","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",2992
"2993","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",2993
"2994","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",2994
"2995","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",2995
"2996","RT @ddlovato: On my way to perform at #JingleBall in Chicago tonight!! Thought maybe I'd stop by @Starbucks at Oak and Rush Street with my…",2996
"2997","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",2997
"2998","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",2998
"2999","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",2999
"3000","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3000
"3001","RT @TrevorMoran: MY STARBUCKS BARISTAS ALL JUST SAID THEY LOVED MY SONG AND MUSIC VIDEO AND JUSY GAVE ME A FREE DRINK AND SANDWICH WOW THEY…",3001
"3002","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3002
"3003","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3003
"3004","RT @ddlovato: On my way to perform at #JingleBall in Chicago tonight!! Thought maybe I'd stop by @Starbucks at Oak and Rush Street with my…",3004
"3005","RT @ddlovato: On my way to perform at #JingleBall in Chicago tonight!! Thought maybe I'd stop by @Starbucks at Oak and Rush Street with my…",3005
"3006","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3006
"3007","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3007
"3008","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3008
"3009","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3009
"3010","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3010
"3011","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3011
"3012","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3012
"3013","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3013
"3014","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3014
"3015","RT @mtgeiger1184: Viral video shows woman escorted out of East Bay Starbucks after racially charged altercation. https://t.co/5xbQrpu0AO",3015
"3016","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3016
"3017","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3017
"3018","Who loves a snowman cookie and #ChristmasTreeFrap from @Starbucks?! ☃️ https://t.co/FH5VHKilFZ",3018
"3019","RT @TrevorMoran: MY STARBUCKS BARISTAS ALL JUST SAID THEY LOVED MY SONG AND MUSIC VIDEO AND JUSY GAVE ME A FREE DRINK AND SANDWICH WOW THEY…",3019
"3020","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3020
"3021","@ClareMeans Clare what you’re shoe sizes I was thinking of what I might get you for Christmas a pair of shoes or a gift card for Starbucks",3021
"3022","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3022
"3023","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3023
"3024","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3024
"3025","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3025
"3026","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3026
"3027","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3027
"3028","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3028
"3029","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3029
"3030","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3030
"3031","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3031
"3032","RT @ddlovato: On my way to perform at #JingleBall in Chicago tonight!! Thought maybe I'd stop by @Starbucks at Oak and Rush Street with my…",3032
"3033","RT @ddlovato: On my way to perform at #JingleBall in Chicago tonight!! Thought maybe I'd stop by @Starbucks at Oak and Rush Street with my…",3033
"3034","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3034
"3035","Viral video shows woman escorted out of East Bay Starbucks after racially charged altercation. https://t.co/5xbQrpu0AO",3035
"3036","White Lady Hauled Away by Cops After Racist Freakout at Korean Woman in Bay Area Starbucks. https://t.co/75sOqnKVhU",3036
"3037","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3037
"3038","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3038
"3039","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3039
"3040","RIisen CHRISTmas party! And s/o to Pastor Matt of @newvisionfellowship for my Starbucks!
•
•
•
#risen... https://t.co/fbPm7key9T",3040
"3041","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3041
"3042","RT @ddlovato: On my way to perform at #JingleBall in Chicago tonight!! Thought maybe I'd stop by @Starbucks at Oak and Rush Street with my…",3042
"3043","RIisen CHRISTmas party! And s/o to Pastor Matt of @newvisionfellowship for my Starbucks!
•
•
•
#risen... https://t.co/Dvejsaz9PX",3043
"3044","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3044
"3045","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3045
"3046","RIisen CHRISTmas party! And s/o to Pastor Matt of @newvisionfellowship for my Starbucks!
•
•
•
#risen... https://t.co/whjScpeGy2",3046
"3047","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3047
"3048","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3048
"3049","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3049
"3050","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3050
"3051","RT @TrevorMoran: MY STARBUCKS BARISTAS ALL JUST SAID THEY LOVED MY SONG AND MUSIC VIDEO AND JUSY GAVE ME A FREE DRINK AND SANDWICH WOW THEY…",3051
"3052","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3052
"3053","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3053
"3054","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3054
"3055","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3055
"3056","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3056
"3057","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3057
"3058","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3058
"3059","quick Starbucks run ",3059
"3060","Serious question are the chicken wraps from Starbucks good",3060
"3061","@CarieShipman I love Starbucks",3061
"3062","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3062
"3063","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3063
"3064","RT @TrevorMoran: MY STARBUCKS BARISTAS ALL JUST SAID THEY LOVED MY SONG AND MUSIC VIDEO AND JUSY GAVE ME A FREE DRINK AND SANDWICH WOW THEY…",3064
"3065","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3065
"3066","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3066
"3067","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3067
"3068","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3068
"3069","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3069
"3070","@MrsFridayNext (And I say Starbucks just because they are the most common, and therefore most versatile. Regional v… https://t.co/bhyoBBKLUB",3070
"3071","@TimothyDeLaG It’s pretty dope inside there it’s way different from all the other Starbucks. Oh and on the bottom o… https://t.co/KeHNHTlO88",3071
"3072","RT @OneMoreJoke: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3072
"3073","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3073
"3074","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3074
"3075","Recent Visits: @MDavisbot - @tommyboy41161 - @Starbucks - @neilogd - @PerditionReigns - @chazz101016 - @hezekiahumc… https://t.co/Q8kgp37URj",3075
"3076","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3076
"3077","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3077
"3078","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3078
"3079","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3079
"3080","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3080
"3081","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3081
"3082","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3082
"3083","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3083
"3084","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3084
"3085","@TimothyDeLaG You should go to their reserve Starbucks there in Seattle. They serve Starbucks ice cream and it’s bo… https://t.co/c27Uop45Dk",3085
"3086","@MrsFridayNext I’m a freelancer of a different sort...but always Starbucks gift cards. They either provide a place… https://t.co/Cwz7RbwKr4",3086
"3087","RT @ddlovato: On my way to perform at #JingleBall in Chicago tonight!! Thought maybe I'd stop by @Starbucks at Oak and Rush Street with my…",3087
"3088","RT @ddlovato: On my way to perform at #JingleBall in Chicago tonight!! Thought maybe I'd stop by @Starbucks at Oak and Rush Street with my…",3088
"3089","Y’all.... the strawberry açaí refresher from Starbucks is amazing...",3089
"3090","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3090
"3091","RT @ddlovato: On my way to perform at #JingleBall in Chicago tonight!! Thought maybe I'd stop by @Starbucks at Oak and Rush Street with my…",3091
"3092","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3092
"3093","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3093
"3094","RT @ddlovato: On my way to perform at #JingleBall in Chicago tonight!! Thought maybe I'd stop by @Starbucks at Oak and Rush Street with my…",3094
"3095","RT @TrevorMoran: MY STARBUCKS BARISTAS ALL JUST SAID THEY LOVED MY SONG AND MUSIC VIDEO AND JUSY GAVE ME A FREE DRINK AND SANDWICH WOW THEY…",3095
"3096","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3096
"3097","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3097
"3098","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3098
"3099","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",3099
"3100","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3100
"3101","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3101
"3102","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3102
"3103","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3103
"3104","@suemcneel @PaisleyE @jbria79 @PapaCBryant @Starbucks Starbucks!!! How I’ve missed thee",3104
"3105","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3105
"3106","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3106
"3107","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3107
"3108","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3108
"3109","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3109
"3110","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3110
"3111","RT @AaronDenius: This basic white girl next to me at lunch just got her ancestry test and had to call her sis to tell her they are “2% blac…",3111
"3112","RT @TrevorMoran: MY STARBUCKS BARISTAS ALL JUST SAID THEY LOVED MY SONG AND MUSIC VIDEO AND JUSY GAVE ME A FREE DRINK AND SANDWICH WOW THEY…",3112
"3113","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3113
"3114","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3114
"3115","RT @ddlovato: On my way to perform at #JingleBall in Chicago tonight!! Thought maybe I'd stop by @Starbucks at Oak and Rush Street with my…",3115
"3116","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3116
"3117","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3117
"3118","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3118
"3119","Starbucks I was at played Pool by Paramore and in that moment I was extremely happy but also extremely sad https://t.co/xqBzOPoWrv",3119
"3120","This basic white girl next to me at lunch just got her ancestry test and had to call her sis to tell her they are “… https://t.co/zxm4jax9mb",3120
"3121","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3121
"3122","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3122
"3123","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3123
"3124","Starbucks  https://t.co/AmVCwVvclw",3124
"3125","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3125
"3126","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3126
"3127","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3127
"3128","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3128
"3129","RT @ddlovato: On my way to perform at #JingleBall in Chicago tonight!! Thought maybe I'd stop by @Starbucks at Oak and Rush Street with my…",3129
"3130","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3130
"3131","RT @ddlovato: On my way to perform at #JingleBall in Chicago tonight!! Thought maybe I'd stop by @Starbucks at Oak and Rush Street with my…",3131
"3132","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3132
"3133","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3133
"3134","RT @ddlovato: On my way to perform at #JingleBall in Chicago tonight!! Thought maybe I'd stop by @Starbucks at Oak and Rush Street with my…",3134
"3135","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3135
"3136","RT @ddlovato: On my way to perform at #JingleBall in Chicago tonight!! Thought maybe I'd stop by @Starbucks at Oak and Rush Street with my…",3136
"3137","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3137
"3138","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3138
"3139","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3139
"3140","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3140
"3141","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3141
"3142","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3142
"3143","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3143
"3144","RT @TrevorMoran: MY STARBUCKS BARISTAS ALL JUST SAID THEY LOVED MY SONG AND MUSIC VIDEO AND JUSY GAVE ME A FREE DRINK AND SANDWICH WOW THEY…",3144
"3145","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3145
"3146","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3146
"3147","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3147
"3148","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3148
"3149","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3149
"3150","RT @OneMoreJoke: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3150
"3151","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3151
"3152","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3152
"3153","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3153
"3154","@Starbucks did u see my tweet about the plastic?",3154
"3155","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",3155
